!Series_title	"Murine dermal burn wound"
!Series_geo_accession	"GSE460"
!Series_status	"Public on Jun 23 2003"
!Series_submission_date	"Jun 18 2003"
!Series_last_update_date	"Feb 18 2018"
!Series_summary	"Investigation into murine dermal burn wound."
!Series_summary	"Mouse thermal injury induced, and skin excised at 0 hours, 2 hours, 3 days and 14 days post-injury."
!Series_summary	"Keywords: other"
!Series_type	"Expression profiling by array"
!Series_contributor	"Robert,J,Feezor"
!Series_contributor	"Heather,N,Paddock"
!Series_contributor	"Henry,V,Baker"
!Series_contributor	"Juan,C,Varela"
!Series_contributor	"Lyle,L,Moldawer"
!Series_contributor	"Gregory,S,Schultz"
!Series_contributor	"David,W,Mozingo"
!Series_sample_id	"GSM7478 GSM7479 GSM7480 GSM7481 GSM7482 GSM7483 GSM7484 GSM7485 GSM7486 GSM7487 GSM7488 GSM7489 "
!Series_contact_name	"Robert,Joseph,Feezor"
!Series_contact_email	"feezor@surgery.ufl.edu"
!Series_contact_phone	"352 265 0494"
!Series_contact_fax	"352 265 0676"
!Series_contact_laboratory	"Moldawer"
!Series_contact_department	"Surgery"
!Series_contact_institute	"University of Florida"
!Series_contact_address	"1600 SW Archer Road, Room 6116"
!Series_contact_city	"Gainesville"
!Series_contact_state	"FL"
!Series_contact_zip/postal_code	"32610"
!Series_contact_country	"USA"
!Series_contact_web_link	"www.surgery.ufl.edu/research"
!Series_platform_id	"GPL81"
!Series_platform_taxid	"10090"
!Series_sample_taxid	"10090"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA85065"

!Sample_title	"0 hours, repeat 1"	"0 hours, repeat 2"	"0 hours, repeat 3"	"2 hours, repeat 1"	"2 hours, repeat 2"	"2 hours, repeat 3"	"3 days, repeat 1"	"3 days, repeat 2"	"3 days, repeat 3"	"14 days, repeat 1"	"14 days, repeat 2"	"14 days, repeat 3"
!Sample_geo_accession	"GSM7478"	"GSM7479"	"GSM7480"	"GSM7481"	"GSM7482"	"GSM7483"	"GSM7484"	"GSM7485"	"GSM7486"	"GSM7487"	"GSM7488"	"GSM7489"
!Sample_status	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"	"Public on Jun 23 2003"
!Sample_submission_date	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"	"Jun 18 2003"
!Sample_last_update_date	"May 27 2005"	"May 27 2005"	"May 27 2005"	"May 27 2005"	"May 27 2005"	"May 27 2005"	"May 27 2005"	"May 27 2005"	"May 27 2005"	"May 27 2005"	"May 27 2005"	"May 27 2005"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"Murine skin"	"Murine skin"	"Murine skin"	"Murine skin"	"Murine skin"	"Murine skin"	"Murine skin"	"Murine skin"	"Murine skin"	"Murine skin"	"Murine skin"	"Murine skin"
!Sample_organism_ch1	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_taxid_ch1	"10090"	"10090"	"10090"	"10090"	"10090"	"10090"	"10090"	"10090"	"10090"	"10090"	"10090"	"10090"
!Sample_description	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."	"Investigation into murine dermal burn wound."
!Sample_description	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."	"Mouse thermal injury induced, and skin excised at different times post-injury."
!Sample_platform_id	"GPL81"	"GPL81"	"GPL81"	"GPL81"	"GPL81"	"GPL81"	"GPL81"	"GPL81"	"GPL81"	"GPL81"	"GPL81"	"GPL81"
!Sample_contact_name	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"	"Robert,Joseph,Feezor"
!Sample_contact_email	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"	"feezor@surgery.ufl.edu"
!Sample_contact_phone	"352 265 0494"	"352 265 0494"	"352 265 0494"	"352 265 0494"	"352 265 0494"	"352 265 0494"	"352 265 0494"	"352 265 0494"	"352 265 0494"	"352 265 0494"	"352 265 0494"	"352 265 0494"
!Sample_contact_fax	"352 265 0676"	"352 265 0676"	"352 265 0676"	"352 265 0676"	"352 265 0676"	"352 265 0676"	"352 265 0676"	"352 265 0676"	"352 265 0676"	"352 265 0676"	"352 265 0676"	"352 265 0676"
!Sample_contact_laboratory	"Moldawer"	"Moldawer"	"Moldawer"	"Moldawer"	"Moldawer"	"Moldawer"	"Moldawer"	"Moldawer"	"Moldawer"	"Moldawer"	"Moldawer"	"Moldawer"
!Sample_contact_department	"Surgery"	"Surgery"	"Surgery"	"Surgery"	"Surgery"	"Surgery"	"Surgery"	"Surgery"	"Surgery"	"Surgery"	"Surgery"	"Surgery"
!Sample_contact_institute	"University of Florida"	"University of Florida"	"University of Florida"	"University of Florida"	"University of Florida"	"University of Florida"	"University of Florida"	"University of Florida"	"University of Florida"	"University of Florida"	"University of Florida"	"University of Florida"
!Sample_contact_address	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"	"1600 SW Archer Road, Room 6116"
!Sample_contact_city	"Gainesville"	"Gainesville"	"Gainesville"	"Gainesville"	"Gainesville"	"Gainesville"	"Gainesville"	"Gainesville"	"Gainesville"	"Gainesville"	"Gainesville"	"Gainesville"
!Sample_contact_state	"FL"	"FL"	"FL"	"FL"	"FL"	"FL"	"FL"	"FL"	"FL"	"FL"	"FL"	"FL"
!Sample_contact_zip/postal_code	"32610"	"32610"	"32610"	"32610"	"32610"	"32610"	"32610"	"32610"	"32610"	"32610"	"32610"	"32610"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_contact_web_link	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"	"www.surgery.ufl.edu/research"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"7275"	"7275"	"7275"	"7275"	"7275"	"7275"	"7275"	"7275"	"7275"	"7275"	"7275"	"7275"
!series_matrix_table_begin
"ID_REF"	"GSM7478"	"GSM7479"	"GSM7480"	"GSM7481"	"GSM7482"	"GSM7483"	"GSM7484"	"GSM7485"	"GSM7486"	"GSM7487"	"GSM7488"	"GSM7489"
"101450_at"	1023.2	1000.7	992.5	1526.8	1180.5	1592.5	1363.3	1261.3	1335.7	792.5	843.7	720.3
"101451_at"	141.5	63.7	77.5	74.4	184.4	130	43.7	47.4	93.9	37.3	205	51.9
"101456_at"	665.5	532.5	694.1	796.2	701.6	647.9	823.7	813.1	765.3	771.3	901.1	854.9
"101457_at"	196	333.3	241	398.1	448.8	491.3	292.5	401.9	496.6	315.4	323.6	274.7
"101458_at"	33.6	164.2	68.6	429.3	306.6	377.6	250.8	199.6	194.3	124.9	278.1	191.7
"101459_at"	303	309.5	359.8	305.5	439	325.8	343	311.3	417.4	426.6	243.2	287
"101461_f_at"	1424.3	2230.5	1250.3	1730.4	1619	1756.6	1756.9	1474.9	1481	2040.1	1918	1920.6
"101462_r_at"	75.3	110.3	91	80.1	78.1	77.1	27.7	19.2	101.9	20.9	37.5	39.6
"101464_at"	702.9	624.1	1259.7	927.2	1100.2	782.3	3131.8	8117.7	14573.9	4188.5	1559.4	1876.5
"101465_at"	179.7	169.7	88.4	328.7	134.2	115.1	185.2	195	224	186.4	269.1	198.7
"101466_at"	142.4	167	249.6	93.2	100.4	118.4	161.7	96.6	106	180.1	139.6	120.5
"101467_at"	213.4	149.1	251.6	123	90.1	106.2	73.8	93.1	31.8	56.5	69.3	61.9
"101468_at"	571.4	386.3	517.9	766.8	368.4	593.7	1543.2	1731.1	1895.8	575.3	449.4	756.1
"101469_at"	180.2	175.2	435.6	86.3	160.3	189.3	145.6	137.9	154.7	222	159.4	215.8
"101470_at"	66.7	20	71.3	55.8	132.9	154.1	126.5	84.8	115.7	178.8	56.3	35.2
"101473_at"	1239.9	589.8	170.3	847.1	1526.5	1184.9	1031.3	801.2	799.3	557.7	522.2	652.4
"101475_at"	687	854.9	873.4	411.9	624.7	613.7	339.1	516.8	303.2	457	507	499.7
"101476_at"	2185.2	2609.8	1760.2	2021.9	1639.2	2010.6	1825.2	2446.4	2388.1	2310.7	2480.1	2520.4
"101481_at"	252.7	320.3	47.9	130.3	202.8	219.2	275.5	276.9	146.1	244.2	222.4	163.5
"101482_at"	877.4	898.8	1341.6	1002.3	928.8	928.4	1143.9	804.9	965.3	1194.8	974.4	756.1
"101483_at"	1110.4	1127.4	1196.7	798.5	890.7	1068.1	974.6	895.9	959.7	879.4	998.1	1103.6
"101484_at"	797.6	1269.2	315.5	888.7	655.4	1043.8	861.2	687.2	850.8	787.4	770.9	1142.7
"101485_at"	978.2	1679.6	1201.1	1443	1178.5	1342.2	1185	1571.9	1549.5	1408.2	1331	1655.1
"101486_at"	1021.7	879.5	573.9	1312.6	938.4	773.6	1129.9	1515.3	1073.5	969.5	880.4	741
"101487_f_at"	17401.5	19029.5	16433.8	19522.2	14480.3	14823.3	25530.8	22485.4	20191.8	16051.2	14797.2	13415.4
"101489_at"	1476.8	1426.4	788.6	1656.5	1043.6	2271	1206.8	826.1	870.2	1028	853.7	977.1
"101490_at"	1656.8	917.5	1037.3	1311.7	1248.1	1379.1	960.9	937.5	767	503.7	898.7	804.7
"101492_at"	142.7	228.8	81.7	93.3	81.5	18	94	153.3	91.5	125.7	101.5	130.1
"101495_at"	2238.8	2229.2	1912.7	1604.6	1747	1195.4	1864	2031	1756.6	2339.4	2317.9	2248
"101498_at"	230.1	250.1	223.8	133.8	242.7	167.8	244.6	164.5	174.6	184.2	214.6	161.5
"101499_at"	715.1	605.7	580.6	771.5	707.4	596.1	768.1	744	856.8	983.8	668	520.6
"101500_at"	595	337.5	646	450.7	651.6	636.1	507.5	517.9	467.8	600	472.1	442.1
"101502_at"	297.7	587.3	389.2	465.9	474.3	559.9	550.8	626.3	909.1	642.9	675.3	491.7
"101505_at"	841.7	728.4	478.9	517.3	497.6	555.1	543.7	875.8	1095.3	759	780.9	986.5
"101506_at"	19.8	139.7	63.3	228.4	209.1	168.2	175.9	121.3	184.1	310.6	284.6	212
"101508_at"	41.1	149.2	157.5	281.4	161.3	90.7	65.4	135.8	195.6	180.7	203.2	146.5
"101509_at"	963	1161.2	850.9	1471	1227.3	1273.1	1087.5	925.5	1081.9	898.3	1011.4	992.9
"101510_at"	1590.9	1623.8	854.9	1836.4	1613.9	1650.9	1880.1	1909.8	1595.2	1477.4	1280.5	1528.2
"101513_at"	200.2	219.5	389.3	181.3	152.6	128.6	168.3	203.9	122.4	245.5	161.8	151.9
"101514_at"	317.3	290.1	464.9	387.6	456.8	478.8	571.7	540.8	541.8	618.3	483	527.6
"101515_at"	490	509.1	1103.1	403.5	546.3	525.9	388.9	473.2	289.4	271.2	560.6	423.2
"101516_at"	1262.4	1007	968.5	1335.7	1024.8	1377.2	588.7	657.4	545.3	681.7	652.4	711.5
"101517_at"	847.3	909.5	767	738.8	1189.6	996.1	865.2	1022.1	874.3	987.3	1149.3	968.8
"101518_at"	585.1	721.6	535.1	255.9	231.5	167.2	270.3	224.4	282.6	268.4	212.5	243.1
"101519_at"	1929.1	2393.9	1550.3	1586.4	2166.7	2095	1978.8	1655.1	1793.1	1838	2012.8	1706.2
"101520_at"	170.1	225.2	344.9	281.2	275.1	286	312.2	271.7	345.1	197.1	291.5	267.5
"101521_at"	108.6	194	245.4	161.8	116.6	21.2	235	249.8	277.7	483.1	203.8	248.9
"101522_at"	121.9	122	314.9	13.1	211.7	19.9	99.1	145.1	64.4	131.7	94.8	60
"101523_at"	1613.2	2738.8	1636.3	3311	3310.5	3709.7	4417.8	3710.4	4566.5	4893.4	4779.4	3775.4
"101524_at"	37.9	102.4	26.9	111.1	162.8	89.3	94.2	121.9	125.3	135.7	119.7	108.6
"101525_at"	4396.5	3021.8	2649.8	2991.7	3306.5	3121.4	2361.9	2211.5	1674.7	2584.6	2367.6	2542.4
"101526_at"	308.7	244.7	607.9	263	193.6	231.6	220.7	55.8	191.7	308.7	493.5	382.1
"101527_at"	577.3	624.5	576	1061.2	888.4	1204.6	834.9	714.3	1110.1	886	1182.9	1053.4
"101528_at"	299.9	299	373	598	699.3	400.5	400.3	531.3	528.3	566.2	638.2	640.5
"101529_g_at"	376.9	324.6	440	567.3	724.7	366.5	286.3	524.8	800	708.6	659.3	917.3
"101530_at"	509	578.2	623.9	700.7	600.9	704.1	646.6	677.3	720.5	605.6	764.1	889.6
"101536_at"	681.3	810.4	675.9	931.3	1177.5	894.8	1196.4	742.7	660	917	1257.2	1029.7
"101538_i_at"	2316.4	680.4	642.7	1820.6	2565.2	2439.2	1215.9	922	317.6	469.4	783.5	831.9
"101539_f_at"	3259	930	489.3	1811.2	4170.1	3339.5	1756.2	801.6	559.1	435.9	556.4	798
"101540_at"	845.3	986.8	686.3	926.7	1026.3	1099.4	1135.5	1036.6	1029.2	1402.8	1224.5	1199.1
"101542_f_at"	376.8	520.3	255.8	651.4	1805.3	1254.3	555.2	1130.6	1619	814.1	987.3	1026.9
"101543_f_at"	13095.7	14344.5	9676.7	12380	11004.1	13580.7	17075.3	18561.9	20080.5	21319.2	18956.9	16661.4
"101546_at"	111.8	256.2	215.6	177.9	227.6	166.6	124.8	224.5	160.1	197.6	170.7	152
"101548_at"	61	134	153.1	128.2	106.7	88.7	35	44.5	33.8	113.7	92.9	76.9
"101551_s_at"	94.5	24.7	52.8	83.7	24.3	44.2	58	64.5	130.4	155.2	116.1	67.7
"101552_at"	59	86.8	240.7	29.3	40.2	104.8	18.5	97.3	81.2	81.8	134.2	82.2
"101554_at"	2340.2	2287.8	1595.9	3517	3150.1	3087.9	2207.9	2817.1	4425.2	1890.6	2060.2	2244
"101555_at"	7080	9272.3	6365.2	8327.5	7703.1	8407	9706.3	7234.1	9302.3	8291.2	6767.4	7467.5
"101557_at"	2778.2	1915.5	1941.4	1699.1	1722.9	1475	1881	2251.7	1381.7	2058.2	1924.5	2029.3
"101558_s_at"	990.7	1231.5	821.4	1123.7	1151.6	1230.4	1571.9	1307.5	1502	1533	1411.4	1513.2
"101560_at"	763.2	1233.4	927.5	1420.2	1086.4	1581.5	1145	1484.4	1348.7	775.2	891.2	989.9
"101561_at"	8960.8	8177.4	8752.8	37420.9	45004.5	50078.1	13302.9	16594.6	22115.5	11305.1	11319.6	11603.4
"101562_at"	161.3	148.7	56.4	112.9	172	159.1	226.5	203.5	187	215.4	155.9	235.7
"101564_at"	97.9	127.8	177.8	70.2	111.5	140	87.7	98.9	92.4	138.5	165.6	123.9
"101566_f_at"	6347.1	6170.4	6956.8	20050.6	25165.8	15379.9	15458.8	13705.2	6616.3	5261.1	9208.4	10623.6
"101568_at"	543.2	649.4	350.2	418.6	505.6	534	470.6	454.6	495.1	400.3	210.6	482.1
"101569_at"	313.1	1886	1283.3	167.6	49.6	34	59.2	142.4	219	7447.5	12179.1	18029.5
"101571_g_at"	1122.2	947.1	789.4	1018.4	1250.4	1095.4	1448.8	1524.9	1690.7	1359.4	1650.8	1578
"101573_f_at"	10688.7	15244.2	8900.4	14429.8	16318.3	16365.8	14682.5	16785.9	14965.2	16441.7	14850.4	17560.4
"101577_at"	16787.1	19288.7	11861.9	23166.2	21632.4	26553.7	23410.1	26060.9	19742.6	24129	17893.8	22555.7
"101578_f_at"	8015.6	8639	6442.2	6811	5366.4	7224.3	4513.6	6706.2	6136.1	3535.3	4667.4	4453.4
"101579_at"	1118.5	1615.9	1561.5	1049	1032.9	1342.1	1096.5	802.3	901.1	1043.2	1071.9	899
"101580_at"	3319.9	2017.9	1261.6	2266.9	3025.2	2845.1	2400.8	1861.4	1413.1	1771.4	1716.5	1854
"101581_at"	241.1	215.8	398.1	150	259.9	211.1	297	172.9	130.7	166.7	161.9	190.3
"101582_at"	237.8	219.6	198.7	376.5	457.5	423.9	241.6	266	237.8	331.5	287.9	246
"101583_at"	3440.9	1842.6	2375.2	2321	3684.3	3065.6	1595	1915.4	2186.5	1646.6	2130.1	2276.4
"101584_at"	950.6	813.8	939.1	1038.2	1069	916	1184.2	1041.1	1322.8	1274.8	931.1	1029.4
"101585_at"	1061.3	1351.9	939.6	1029.3	1233.4	1279.1	1233.1	873.9	847.6	975.7	840.6	936.2
"101587_at"	780.5	1253.1	761.5	1233.4	1031.6	1270.7	1050.5	754	563.9	248.2	611.1	1069.2
"101589_at"	276	408.9	652.2	409	361.3	463.3	471.8	411.3	424.3	522.2	474.4	361.6
"101590_at"	1443.8	1807.6	1856.2	2334.6	2459.7	2412.9	2260.3	2686.8	3109.4	1807.8	2227.2	2575.1
"101591_at"	959	1132.7	1414.5	1119.2	863.3	784.6	1355.8	896.4	747.9	1049.3	944.8	1206.9
"101593_at"	947.8	977.8	1054.5	1042.5	858.8	988.1	934.3	863.2	616.7	480.2	673.4	760.4
"101595_at"	118.3	106.4	275	102.6	193.7	56.1	48.1	83.8	106.8	206	82	114.8
"101603_g_at"	197.2	210.3	106.5	152	163.6	192.7	110.9	76.3	127.5	132.7	136.9	182.8
"101607_at"	207.2	272.6	314	191.8	205.2	235.1	224.7	211.4	191	110.6	208.1	224.5
"101611_at"	144.5	108.9	91.6	146	108.9	132.6	86.1	105.3	73.6	116.6	144.5	74.1
"101618_r_at"	570.8	355.6	877.6	487.7	558.5	357.2	569.5	515.2	536.7	568.3	556	448.1
"101621_at"	337.5	289	502.6	496.3	278.6	323.3	366.6	352.9	443.1	475.7	355.2	424.3
"101625_at"	30	125	241.7	123.7	134.6	144.4	124.6	99.6	104.3	131.3	60.6	103
"101627_at"	92.8	150.7	215.6	135.6	65.5	103.8	149.2	141.5	120.5	74.6	105.9	191.9
"101631_at"	51.8	47.8	163.6	150.1	149.2	111.2	147.9	168.9	251.9	270	249.6	103.4
"101632_at"	243.7	15.1	293.8	218.3	233.8	136.9	170.1	160.5	207.5	202.7	126.4	119.3
"101634_at"	1833.5	2983.8	2239	3917.7	3749.1	4229.5	3082.6	3608.4	3476	4240	3730.7	4554.4
"101635_f_at"	2051	1883.5	2778.8	3902.8	4208.2	3126.4	3605	2427.8	1828.1	1458	1994.8	2030.5
"101656_f_at"	5.3	11	334.5	25.9	5.3	95.9	14.8	14.1	52.6	10.9	38.3	31.4
"101658_f_at"	749	598.4	243.5	887.5	640	589.8	963.1	838.3	1098	678.3	1121.6	749.5
"101661_r_at"	88.4	102.9	24.2	74.3	114.9	79.5	63.4	10.5	49.2	80.9	116.5	40.7
"101664_at"	13995.4	20392.9	13609.6	19685.6	22239.2	22005.9	17584.8	18546.2	15653.6	19626.4	18668.7	21203.2
"101665_at"	1860.3	1834.3	2578.6	1352	1749.2	1628	1745.7	1720.2	1651.9	1826.2	1569.4	1514.6
"101668_at"	237.4	119.7	628.4	201.7	146.6	91.1	86.6	108.5	122.7	87.5	133.9	96.1
"101676_at"	13761.3	10386.2	12278.3	10120.9	8110.6	6524.8	9665.5	11762.6	11064.2	9748.8	13343.2	9389.9
"101679_at"	123.5	199.8	277.2	107.4	127.9	87.3	144.8	185.7	136.6	158.3	114.6	150.9
"101680_at"	8639.4	9689.2	5403.3	11327.7	8355.3	11480.3	7835.7	11744.4	9395.6	8347.3	8129.4	12374.3
"101681_f_at"	1459.9	1464.4	2150.3	1545.6	1245.8	1152.3	1443.2	1584.7	1547.4	1439.7	1094.1	1571.5
"101682_f_at"	915.5	1205.3	2152.6	1680.3	2736.6	1866	2121.9	1626	925.1	1125.6	1067.7	1267.5
"101684_r_at"	276.4	266.2	262.2	299.5	530.9	230	223.4	212.2	267	298.4	315.1	312.7
"101687_r_at"	18.5	24.4	4.6	13.6	43.5	46.7	63.7	7	38.2	65.4	89.2	33.4
"101694_f_at"	155.1	94.8	330.9	170.9	228.9	179.1	241.4	149.9	129.9	90.1	188	178.5
"101697_f_at"	257.8	429.4	393.8	419.5	342.3	193.7	302.4	287.5	332.9	248.4	264.1	175.3
"101698_f_at"	261.6	191.1	495.7	340.6	206	220.7	301.5	516.5	280.7	246.5	280.2	261
"101700_at"	356.9	254.4	579.7	239.5	288.5	342.7	379.9	443.7	362.4	553.1	387.5	315.9
"101703_at"	681.1	1060.8	1029.9	988.2	1033.6	902.9	690.8	724.8	961.5	608.5	411.5	692
"101708_at"	177.2	329.7	280.1	163.7	148.3	308.3	369.2	361	456.7	399.9	107.9	250.1
"101712_at"	516.1	357.7	542.5	564.9	439.6	387.1	593.7	440.9	445.7	592.8	529.8	416.6
"101716_at"	54.2	172.8	158.6	144.3	28.4	127.9	117.9	121.7	117.4	251.9	194.5	254.8
"101717_at"	843.7	662.1	979.5	673.1	882.6	781.4	765.4	760.6	807.6	899	914.6	723.4
"101728_at"	396.6	290	886.1	524.8	446.3	417.7	641.4	1011	1155.4	694.3	444.7	464.6
"101732_at"	119.1	50.4	136.9	71.3	167.6	70.7	131.6	86.6	93.7	124.6	93.9	91.2
"101734_at"	92.4	261.2	307	305.5	233.5	236.8	198.6	234.4	191.3	286.4	289.9	134.5
"101735_f_at"	195.5	142.1	235.7	172	153.8	188	188.5	252.7	119.8	94.6	67.1	312.7
"101737_at"	134	83.4	335.9	79.4	101.9	58.3	120.2	104.9	46.8	74.6	138.7	57.3
"101741_at"	2536.5	3937.5	2735	2521.8	2216.5	2496.5	2490.3	2840.9	4582.9	2104.7	1916.9	4449.3
"101748_at"	100.5	317.7	503.7	494.9	111.4	353.5	412.6	320.7	646.9	345.7	335.2	559.7
"101753_s_at"	3025.4	4287.7	1845.8	5963.7	1865.3	2439.8	8825.3	13077.2	13841.5	5304.4	5208.1	7393.5
"101754_f_at"	1307.2	1685.2	2264.7	1231	1167.5	1111.2	4559.2	4173.7	4411.3	5802.4	2975.7	3516.5
"101755_f_at"	997.4	1180.3	901.2	1403.8	1052.6	624.1	7422.8	6490	2087.6	10058.7	4415.5	4074.3
"101757_at"	80.1	77	187	248.6	335.2	266.9	335.6	929.5	840.9	776.1	824.7	894
"101759_at"	35.6	13.8	66.6	41.6	107	79.1	18.5	42.5	32	33.1	31.9	78.5
"101763_at"	1273.1	1249.1	1581.5	1354.8	1213.3	1223.1	1272.9	1175.1	1254.6	991.4	1200.1	1181
"101764_at"	172	190.4	87.9	119.4	232.8	76.8	203.4	160	129.2	90.7	199.2	165.5
"101769_at"	399.3	386.6	805.7	322.6	367.2	300.8	434.8	374.1	293.1	588	467.8	440
"101771_r_at"	749.7	1748.2	1682.4	635.8	1446.8	297	841.9	829.8	784.4	588.5	1032.9	1346.8
"101781_f_at"	655.4	641	584.1	734.7	731.4	624.7	894.3	644.8	544.5	742.9	982.5	842.4
"101787_f_at"	784.6	1055.2	874.9	686.7	1659.3	1842.7	667.3	1172.8	1981.1	1082.6	1528.6	1429.6
"101793_at"	101.6	22.7	113.8	123.6	15.4	17.5	416.3	588.4	672.3	61.3	60.4	35
"101795_f_at"	321.9	276.3	645.3	197.8	255.8	64	276.4	129.9	107.6	132	280.8	190.2
"101800_at"	53.8	10	138.3	5.1	96.1	148.1	69.6	98.6	162.5	108.6	77.3	77.4
"101805_f_at"	400.2	251.4	251.4	319.6	394.6	201.8	250.1	510.7	395.5	157.6	240.5	275.1
"101806_at"	502.9	295.3	739.6	331.7	328.7	406.2	446.7	389.3	368.4	422.3	397.4	449
"101810_at"	311.7	185.7	508	349.4	563.9	327	425.6	430.4	420.6	361.3	349.1	225.4
"101816_at"	51.7	111.8	141.4	81.3	32.7	86.9	80.7	115.2	101.9	136.3	168.2	91.8
"101830_at"	214.9	156.7	492.4	187.9	221.8	226.8	190.9	170.9	210.9	182.7	169.9	210.4
"101834_at"	505	481.6	587.7	354.9	406.9	395.2	478.5	650.2	519.4	641.6	685.7	519.8
"101835_at"	152.9	208	365.7	347.8	288.6	289.1	355.1	356.9	393	281.2	274.6	235.5
"101836_at"	35.8	79.1	49.1	10.5	71.4	125.9	106.5	143	60.9	4.9	104.8	67.5
"101837_g_at"	417.1	752.5	286	626.2	669.7	421.8	547.8	612	436.9	633.3	788.7	794.2
"101840_at"	241.7	197.6	232.5	221.9	209.5	229.2	190.3	169.7	187.6	359.1	233	286.2
"101843_at"	460.4	363.7	610.4	451.8	296.6	349.6	387.3	697.5	513.4	282.4	314.7	514
"101844_at"	168.7	147.9	278	99.4	136.6	153.4	114.5	162	101.2	209.6	215	104.4
"101847_at"	79.9	89.9	92.2	19.3	66.1	81.1	165.4	162	102.2	159	39.4	98.2
"101850_at"	112.2	125.5	47.2	35.9	22.7	50.2	47.5	76.8	51.7	5.3	17.4	50.8
"101851_at"	237.4	260.3	285.7	304.2	209.4	283	250	208.4	164.1	233.5	218.6	224.2
"101853_f_at"	207.1	127.3	304.5	150.4	127.9	143.4	258.5	341.5	253.3	112.5	213.6	132.3
